"sim","C_1","C_2","C_3","C_4","C_5"
79,-0.553322150747723,-0.591726401479539,-1.24951508849635,-2.15872779468722,0.44328363901591
80,-0.61114384245693,-0.884700229822315,-0.881372506504946,0.0449742756779842,0.12022870386023
81,0.612538977456862,0.456062555041847,-1.57481013602951,-0.370873458345275,-0.574199869274254
82,-0.612002890147759,1.25807867377154,-0.204719834275331,-0.1110296436862,-0.624129160709181
83,-1.03067445550599,-2.07638346268857,0.132596002295633,0.682290320071825,-0.0988010753984737
84,-0.320798964865072,-0.580900234235631,-0.410095968436144,-2.12271723067805,0.175571050431364
85,-0.170746807886791,0.884723748732317,0.733759024006688,0.679280960716794,-0.140167846447306
86,0.754257316400515,0.0965984278281142,0.66165890805894,0.0599473230705291,-1.3972936423042
87,1.14938671377286,-1.41315667667093,0.359139015079604,3.2562450847869,1.66545430340476
88,0.765039553250915,-0.574975757120851,0.328149373549495,-0.0438510495449366,-0.988758368431946
89,0.236259484142597,-1.70982569667265,0.00168967413888005,-1.55227338951439,0.357128113221318
90,-0.54691934015133,1.18817844951101,2.24599978067549,-1.46511069417189,0.607134586304819
91,-1.85385258346893,0.818246435699008,-0.392686349052697,-0.860984285191394,0.276900976438215
92,-0.778819228461244,0.722510099133003,-0.221620371924725,-0.350771251272218,1.42399467086938
93,-0.252948192749155,-0.944886738622821,-0.883139174955942,-0.695519133249005,1.49088618559593
94,-0.195303410080685,-1.77177140507159,0.285493328406067,-1.67005914863162,0.260352318933416
95,1.20462798006059,-0.643629900615011,-0.343362351800749,-0.216264739709893,-0.567402329219883
96,0.27506885313061,-0.387747407487034,1.09092759925526,2.12800856013292,-0.91134413520302
97,-1.96868019309233,-0.357835598780813,0.439496292946853,-0.130628195592853,0.896183978522468
98,-0.186215627324141,-1.1398924418749,-0.452333691037636,0.782603792025657,0.380077991791275
99,-0.427258284207414,-0.960894505327512,0.0853030587125411,0.291288807041391,-0.122532951907314
100,-0.035734969152211,0.958603533455669,1.20615676555847,0.956948098063758,0.62520950629805
101,0.774333367196397,0.471061569237158,-1.23656429056303,-0.363704328977582,1.87830830314163
102,-1.42429527579193,-0.217856789419481,0.10095999381969,0.222540428131205,1.37010120406505
103,-1.16465783357934,1.84534721437043,-0.627823130062617,-0.700417581132042,-0.325717528292796
104,-0.92241900291939,1.47108671495211,-0.505405082373956,0.452422159639364,-1.39544497243779
105,1.48531942478571,-0.482415256678336,0.564814814178206,-0.121423036271526,0.708345998207086
106,1.37813603197539,2.37884491158458,-0.710636264550277,-0.118459493303726,0.880390105580018
107,0.213838491049627,-0.731553308003405,-2.46901413557895,0.929338111524313,-0.243815965500215
108,0.461116524462244,0.936502804013249,0.244009939793778,-1.4787911551887,0.30635235432762
109,0.0535942285392751,-1.00074678079272,-0.885510119031259,-0.280325018427394,0.0624373235315985
110,-0.283673618880367,0.106764884097011,0.974519408538186,-1.82453739593469,-1.05413555194388
111,-0.157637417456527,-0.445150358026203,-0.805559143911424,2.40043616896098,0.154819130741569
112,-0.103098254566457,-0.406179867895741,-0.235178609242631,-1.27903034742488,0.384345494768202
113,0.317485873352082,1.01223579679797,-0.657971177288197,-0.571861207831916,0.225148635984107
114,-0.95029091270814,0.354090340625162,-0.137234253686476,0.281129337947194,1.40501708467898
115,-0.641363161884002,0.800684236031083,-1.81390469063249,-0.317687061743634,0.685035502061212
116,-0.0328772894230549,-1.74781632105018,-1.30023047057759,-0.742126457604267,0.493331016490734
117,-0.152257617332823,0.560004855506593,2.39294848516821,0.336959135105492,1.4256594483318
118,0.544822219946622,0.945389312589135,0.0495367361090564,-0.339317498731629,0.608401267416793
119,1.41903350441572,0.674225602279407,0.97137129676249,1.39144670866087,-1.0062733656924
120,-0.618224597480052,-0.540872937941279,0.661000657997668,2.33464395264576,0.99915294541065
121,-0.0654593681892319,-1.34674552954226,-0.562583865056621,-0.679499503479846,2.05688816645571
122,1.11212081094479,-0.76112638577127,0.558376759442764,-0.0760493984079538,0.493375520830467
123,0.561204886324449,0.319067148351215,-0.144533292559099,-0.268145272422389,0.44181721183634
124,1.26466002512423,0.429386083264721,-0.126408575006201,-1.39168985971439,0.316248421733596
125,-0.101055611800694,-0.595177311787845,-0.219385645731645,0.827629285702179,1.81770002165028
126,-0.546066497547991,1.34673230545519,0.219621507818388,-1.31353320873088,0.800902696296093
127,-0.303339816279653,0.695686737744619,0.483543973944228,1.03322699918016,1.76059128865414
128,-0.106838948332965,-0.559749510230601,0.195657474189793,-0.632430798511805,0.972090734247288
129,0.146996526755017,-0.285424801824498,-0.146472898938742,-0.805135550078056,-1.44714370550686
130,0.130598192400376,-0.773798688826875,2.48633611563367,0.830218272040053,-0.832657910491143
131,-0.304860634458728,0.739018196494364,-0.923233295760388,0.743934378156979,-0.195250344232767
132,-1.83181500139585,1.75249433649792,0.0147775621871572,0.0460645302114782,1.52958813803057
133,-0.677094750513756,-0.734849861661346,-0.940394874617421,0.282490603542164,0.514851609997764
134,0.365672551413768,0.894766699516214,0.548797121470043,2.10663031898058,-0.74781314056332
135,1.51575326920794,1.03838600144323,-0.874955459967106,-1.29889740193111,-0.984467847594142
136,-0.989951342053791,1.20438648121584,2.78633193342375,0.198290402595963,-1.20147298613304
137,-0.0630629180507438,-0.570116564584989,1.41377044177871,0.525594117593672,0.922217946912725
138,-0.585532461839851,0.870701125337147,-0.150700513170842,0.679293707504987,-0.0495179245497875
139,-0.761425151892474,-0.203006357989329,1.71693950319488,0.219348021968015,-1.1826957120498
140,-2.42661279979468,-0.785103958658204,-0.209021057162726,-0.131603784431363,-0.301829077700484
141,0.378338826472021,0.261040578605379,0.765666430878658,1.73623623574896,-0.65558092782921
142,-0.554750038983525,0.722058010314876,-0.963461657396524,1.57783496912607,-0.958886852537907
143,-1.31392641645818,0.190104992790814,-0.163098029773339,-0.584451322438389,2.05215904336326
144,0.800683557845149,0.644022231741406,-0.252452287497345,0.89901865068762,-0.327096443519621
145,-0.050038044187305,0.130836228814064,-0.0137042606303931,-1.51332324560474,0.814411800431047
146,0.570242963279234,-0.0612956304102162,0.445709204424269,-1.06445712619549,0.254255744933799
147,-1.25813891591501,-1.1430251930368,1.74731520374681,1.57200613831975,-0.9680060513836
148,-1.15156699924769,0.67060796819146,-0.638864196157699,-0.17138599320655,2.16716381381831
149,-0.958879278689763,-0.232724819744476,0.540071956196052,0.141680850702013,-0.376897572204289
150,-0.509499727020147,3.26158729329748,-0.715160584892469,-0.794054650913279,0.727311083347987
151,1.25958168112957,0.545439632562974,0.825282298897032,0.0736705551812495,-1.3771947151807
152,1.4089596012365,-0.451582390315231,-0.274158343119558,-1.67615523832311,1.20246552120053
153,0.662041357535735,-0.244756260021352,-1.72447515536324,0.0375200694605004,0.796090976702564
154,-2.12837645032767,0.580515351115317,0.036699989527714,0.35608194095512,0.520159724698976
155,0.2145563691156,0.966766005308761,-1.29889263680694,-2.53643986433539,0.78127289364213
156,0.784065908020433,1.28700163356982,2.27591629090789,1.72131840402725,0.173034282136707
157,1.12097307735614,0.608215104986508,1.47081775900132,0.151352960573367,-0.419709680003969
158,1.29398812411427,0.191185131199967,1.04202764266455,0.128919394966046,0.609430442932698
159,-1.05122625129791,0.818819111526423,1.48144530926077,1.49451157543254,-0.729655447165298
160,-0.355576043785561,0.281255473884988,-0.569687526940703,-0.650495720744089,0.584210384264431
161,1.19434662855617,-0.0100110275395397,0.96487415611021,-1.03264844611355,0.406593442269172
162,-1.30137125044313,2.01747161862202,-1.12874927450731,0.844616799932649,-0.0794567779734789
163,-0.302791395672546,0.250570485487213,-1.69070886490554,1.20890073378575,0.820101932193587
164,-0.0652848968508312,-1.36832189229549,0.674591014313274,-0.72611984955561,-0.723239238968997
165,0.889480920735723,1.43776570348263,-0.273862465099496,0.362802192836786,-0.353067370257214
166,1.47845056388126,-0.59384083181986,1.69531294398883,0.464322868991486,1.03996876975711
167,2.2633209362748,-0.00466600452112625,-0.394949054638058,0.130781579981789,1.08530897190892
168,0.99590198481639,-0.543711757072554,1.17445475477489,-1.41706625857503,1.51791945076438
169,0.368500034078017,0.253612279403108,-0.931593688073082,0.136838165683342,1.41675782072364
170,2.1221533178376,-0.22325819595637,-0.0584311178052397,0.708235968195905,-0.971204605667374
171,-1.32764029319676,1.04538686844052,-0.792403493702982,-0.290833049622956,0.487237953666922
172,-0.0370549675700224,0.89818495067638,1.2496707694943,0.750544059199168,-0.584100690455743
173,0.649437017538821,0.779931199033149,-0.214075592060611,1.77199196401792,-1.47363223501438
174,0.41743555653687,-0.359354774106148,2.61145067661081,-0.0465973660652224,0.380572662316431
175,0.41818628660393,-0.232936122314949,1.56334909110525,-0.0014539118752275,-0.45399516290846
176,-0.69649832706512,1.2833485561946,0.00771158924456861,1.55786121273015,-0.3145133861854
177,-0.820824696458407,-0.0759144321755627,-0.790673528548984,0.282441703217323,-0.481557352814043
178,0.453921725333715,1.07526037102208,-0.69182057738562,1.86429263022842,0.0767866605767661
179,0.15456302523775,-1.42625803514531,-0.520193256984254,0.497880269418859,2.28054290156774
180,-0.900759197144452,0.162791939235441,0.529173313304187,1.04926940731165,-0.133273258400422
181,0.797298746121093,-0.814930040855975,-1.04154703373171,1.11464550854612,-0.0697424123084102
182,-0.688206813469595,1.92348128319651,0.908371788547883,-0.44413304761003,-0.196326271812073
183,0.497254016975279,0.818197201199609,-0.425352447214619,0.397726326364363,-0.441523170925477
184,-0.122211740744698,1.46325524121945,-2.12354030217523,0.672969816433823,0.843658227444348
185,0.118765179055296,1.38778980887841,1.18708518612215,0.0141465761500196,-0.319314855848228
186,0.879365841004146,-0.48999001607501,0.326449835658962,-0.654770401850969,-1.10003406580056
187,0.200445512624748,-0.217736515420213,-0.457333109767149,-0.972734303468453,-0.251564349017071
188,-0.874591587800534,2.54642886493762,0.340441786715635,1.2871586373232,-1.66985933890015
189,1.29029784143693,-0.207526501107051,1.52194701051738,-0.146384521533808,0.340457452531271
190,1.72743628393799,-2.46198621646312,0.273130223085783,0.743727020485576,0.915518907090211
191,-0.0170238176629773,0.298153035817527,-1.13435285170072,0.720261298759038,1.87304474562273
192,1.99304183681928,0.190620614556801,0.978260371948105,0.636409884576308,-0.436877777886094
193,0.196410044943648,-0.888763874965351,-1.69147848339246,-0.332747066257007,0.292645791405171
194,-0.909178883105777,-0.0885328853184892,-0.608414232883669,-0.443469357560777,1.33503119483958
195,0.120527951532993,-1.29095143151363,-0.821319472460544,0.954793029147078,-0.0791708740333548
196,1.80684102854867,-0.0441885386130426,0.7794768264911,-1.65458929146963,0.389200046959441
197,1.78743698585621,-0.386776518734521,0.952210660044752,-0.158994645034131,-0.780300398761069
198,-0.738608753651098,-1.73537084907677,-0.554036660413297,-0.986319990638635,0.531111248596859
199,-1.48696258663402,0.732701190723205,-0.969684951240276,-0.600012151017108,0.387848719200192
200,0.627260485136887,0.663626675363561,-0.622579796080492,0.476272048044384,0.583520974283959
201,1.20540917648188,0.657900798236705,1.93316120719186,-1.1301317198555,0.961104143132885
202,0.467871468712684,-0.928362548116796,-0.853082288213778,-0.0413857893006166,0.026603204313881
203,0.706731592208315,0.517622782578694,0.603859274803967,1.31576094233063,0.623239185025678
204,-1.17318161560981,-0.365544688787077,0.627254292120739,-1.18093352395702,-0.816843776121691
205,1.25106524738571,1.81426072517994,0.164653491626709,0.584459402065994,-1.63378080223285
206,0.615925968482767,-1.77520292078187,-0.0657086134666166,0.0548427311113406,1.70673858653342
207,-0.343553592754997,0.115935044095889,-0.469619787244861,0.516483708577798,-1.35933302062736
208,1.06969713921679,-0.718790759029783,-0.981943703803877,0.0091255788082979,1.0946111315744
209,-0.182256125656843,1.4522368997731,1.26963920444197,0.443952844732286,-1.03104650401062
210,0.213708973638726,0.721517309581119,-1.68810895612373,-0.0556912375501653,-0.741669532822816
211,0.781193173945226,-2.55480302400765,0.0960029329885322,0.515178714958197,0.989805833468321
212,-0.272027226441652,-0.506499138851855,1.37621880222002,-0.241056673353991,1.39752191790821
213,-0.251901343154931,1.06811830330078,0.485142411284634,0.0571914723125175,1.8870805922682
214,-0.444149688095548,0.634091139996961,-2.82682148840492,-0.952356331724634,-0.603983454302576
215,0.737813617651066,-0.340247667495909,2.42293725633435,0.823070049042215,0.0337335586382203
216,-0.926964279602473,0.171441044635922,-1.15682975122646,-0.262080213668192,-0.471459156870286
217,-0.116707977750544,-1.99056890705252,1.48589660423401,0.85367272387101,-1.06768225669547
218,-0.524255306825682,1.01496696751461,0.230856623260296,1.05577017089981,0.519763707391013
219,-1.02584747934138,-1.94353667231992,-0.724316312108395,-0.874887113419008,-0.292197616700175
220,-1.45531313225591,-0.866470061176134,1.34880682151689,1.25235784710686,-0.816182165349412
221,0.538012169990062,1.09351944968757,-0.624949730014809,-0.0107071624153735,-1.43246354078021
222,-1.19753680475415,1.80703040258068,1.62782134380732,0.545594124999644,-1.00487652731176
223,0.475619134692087,-0.970251816827414,-0.788204067973133,0.146886684528005,1.29403488558452
224,1.27674533677212,-0.214199687064753,-0.316791249867078,-0.253161931262831,1.10541611647956
225,-0.754490501006596,-1.28145203486197,-1.32545146324753,0.855507008342701,1.25306167753917
226,-0.669788860810038,0.879700854301288,1.03749298940815,-0.403549913384477,0.251682693377119
227,0.525434873433037,1.54369753003358,0.95111253492935,0.509965970611067,1.25382991939822
228,1.11005300898434,0.468885887277202,-1.22778943044129,2.35606085106442,-1.18090035436994
229,0.197334635984077,0.192175830431742,-0.0756355276660295,1.55593010655693,-0.461377745844123
230,0.328757145156942,1.85399067040511,-0.188895980392001,0.742587237196657,1.08623438431217
231,0.141228654707076,0.399132703994137,0.696124929266059,-1.37001086446936,0.690848389835839
232,-0.289834537458099,-0.56545040161707,0.942723599771506,-0.463892860391897,0.471985690147107
233,0.706430478609701,1.22288846572544,-1.96640506629527,-0.969584249775768,1.39826718151024
234,-0.609143608110082,-0.780613576488459,0.485554480142532,1.82216932604329,-1.09366775248655
235,-2.14241249730184,-0.339875609960753,-0.941675808963382,-0.542145498023462,-1.79188820217232
236,0.668363170372664,0.605743134638296,-0.961241203368502,0.547877074305612,-1.10753334678399
237,0.524996548443657,0.858247795580422,-0.22678515941921,0.445479677139783,-0.42999425257788
238,-0.617164336973898,1.74714798397335,-1.08872339301171,0.134756599834791,-1.07600754138089
239,1.56346089223392,-0.414302038526598,0.862589853125887,0.178381170843463,-0.689148013395153
240,0.485755465061176,-0.0778117086351283,1.5170247481831,0.995774577903235,0.0935040895254298
241,-2.24863096980725,-1.40395405582222,0.224711505641004,0.0181550579382741,-0.0257262751882308
242,-0.232248474950855,-2.01985570035491,-0.18593318092653,-0.599851291589783,-0.656024875105555
243,1.44051579161165,0.767611975461489,0.564117366255358,-1.27530155996194,-1.64917119384405
244,-2.75263287412438,-0.219474323554798,1.11297709039817,1.78145465693429,-0.169120328948127
245,0.628875663065782,1.89735417567715,-0.547092523900796,-0.959105123262971,-0.0383181192202143
246,-0.920488277381921,-1.10173390732913,-0.526034174242951,0.176693764774793,0.0125216021082923
247,0.907252794071193,1.86887973099768,0.00526590170178989,0.199617144363153,-1.2100471205474
248,0.751182291625537,-0.50604606944617,-0.00125989667289477,-0.0225836346650451,0.0396081310602943
249,-0.425668407775161,-1.66503501484155,-0.543384221674875,1.36545667029299,-1.10360011614006
250,-0.491249744953453,1.04876647372548,-1.48402005540934,-0.521404799207176,-0.223135567424317
251,0.323012572857676,0.517059323054245,0.691326975173998,0.551573401912808,-0.434115132860021
252,1.1467994447279,0.163283496441111,-1.78180368559274,-0.461401568500868,0.709196919437145
253,0.633420022564478,-1.84463762509684,-0.526404958118096,-0.507635362547622,-0.511473593624386
254,-0.366113115249198,1.40972831034408,-0.169040746984266,0.293157543602371,0.142430864864965
255,0.304184904527629,-0.0961230915729335,0.235066367939422,0.421281536560456,1.29624647089207
256,0.344876248291535,0.32705634729322,-0.220117784069667,-1.45988626297108,-0.0327668427199438
257,0.841915984733971,0.830417595367751,-1.2408774193915,0.885194901716683,0.814364050344781
258,-1.70301114079266,-0.177747513053449,-0.0686569896396203,-1.59540237025809,-1.16543253172057
259,0.834232161630234,0.187617257113768,0.78171546563764,-0.204642445953433,-0.501702084028143
260,0.251833887935912,-1.46782481105764,0.47316011149134,-0.588027961205801,-1.40174580078149
261,0.559097070465552,-1.80458729155782,0.418175550515687,-0.413302185968624,0.0812494471522744
262,-0.078454770121682,0.510914174438469,1.46733227091746,-0.657337208654435,-0.145618049337514
263,1.35373325929978,0.123393458614591,-0.277931597011308,-0.863753793082029,-0.049761892973154
264,0.964891146328175,1.41878655629929,0.459253517600916,-1.21271016056571,0.777031074211424
265,-1.43381899267808,-0.077051909937584,-1.57202522584246,-0.0252823895867622,1.16421187713297
266,-0.566024562673825,-1.37280733388536,0.832157852217762,-0.351532547832077,-0.108265970641759
267,-0.711212438474216,-0.447327957147331,-1.30190889126429,0.000837532235695445,-0.39423537944924
268,1.50078739465918,-0.184911429619973,0.0943233018517805,-0.40723470825145,-0.814944445729347
269,2.13553305485337,0.981666184556629,0.741746692745029,-1.1734894986048,0.264926895822003
270,0.0599668689443705,0.833598057341449,-1.50603873726601,-0.706438609205235,-0.194881296345895
271,0.495082687140911,0.293341228390978,1.18605695118776,-0.70914042790974,-1.17865242438104
272,0.318411345309192,-1.19525385260075,1.68470749695569,-0.78178421522009,-1.18227788829117
273,-0.484145772388657,-1.0936112257447,0.00668001644626805,-0.581223068792061,0.595757913244508
274,0.241083248330177,1.66271671160799,-0.0836631596180423,-0.686597076436686,2.60995767938442
275,-0.234853621273296,-0.486050304052581,-0.900164028639824,1.04852852498387,-0.0985149044445261
276,0.185540844660763,0.576328226322585,1.09469131140282,0.0535727993143276,1.86138223081248
277,-0.548195321519486,-0.680366538625132,0.6978092920198,1.01241419819153,-0.459257515560481
278,0.321415528226017,-1.18724444029953,2.1086768001462,0.00801614915663456,-1.98169714840883
279,0.705572869057443,1.25967162120612,1.10402419997578,0.368741170364863,-0.63542959864499
280,-1.24584615506355,-0.448563928535422,0.284720911187923,0.321424375658163,1.36435417143653
281,0.234619843206274,0.563207814434632,0.461789653092948,1.7427509416292,-1.77427754170139
282,-0.468647156597195,1.0885142407271,0.451914802108908,0.970062272006725,0.298325284762646
283,1.36010393760445,-0.995892940184278,-1.96282272496844,0.418339684492345,2.37721817971125
284,0.139155459661919,-0.542297225413781,-0.856393749424726,0.668302383851657,-0.233989311691709
285,-0.272941786350137,0.284166640728335,-0.208766298223885,0.378690449496858,2.17537824340414
286,0.693836480571579,0.664958267449416,2.32937399115836,2.19772768265981,1.46144578834058
287,2.87196794561984,0.441704845380166,-0.0641696014001499,0.783093788775629,-1.40223889314456
288,-1.06078958253206,-0.955282328698627,-0.214261847564342,0.33208565084532,-0.607904736266582
289,0.790646218405979,0.349151650269464,-0.951122292980131,-0.361119053579158,0.569082614968721
290,-0.104976100678195,0.983874992929848,-0.0317822101921364,-1.36605074240573,-1.00716132833449
291,0.750459633472929,-1.25926225842726,-1.81729476759707,0.145876054827813,-0.0119549490012981
292,-0.122057212165802,-0.359043500530392,0.779399572631162,0.729394288145922,-1.38270565928915
293,-1.44007645417098,-1.71476021882605,-0.845999109722423,2.32821796227817,0.676911935796387
294,-3.20166895796817,-0.365477852902249,1.28108476894366,-0.223013966342351,-0.25753244577887
295,0.674352862727374,1.91807268838204,-0.631799555686937,-1.23645279751004,1.39898711642296
296,-0.538398581686755,-1.01542102320437,0.642668684096077,-1.75541682562871,0.439535201669063
297,-0.771471918703135,0.264926451491932,1.0947204681412,0.903938309032332,-0.340182876356587
298,-1.2654066344001,-0.224954627918256,1.06286272562512,0.156464010466015,1.43529342877557
299,0.747509835519101,1.28705943477246,-1.00715583392477,-0.709268629782815,-0.721826194026704
300,1.22656355723621,-1.262011606115,-0.562458635439259,0.912263731482533,-0.635563717194843
301,0.441049183635789,-0.589004251154171,-0.234681455568055,1.60641179848827,-0.182996453079593
302,-0.307463486069406,0.021600595145819,1.78783064278124,-1.94394382817857,0.774782156747279
303,-0.570774967284231,1.36437731858427,-0.55918272938358,-1.13840729910691,0.70665371918746
304,0.763463474704943,0.888970997385852,-1.6370281932163,-0.974544673693849,-0.285268303497051
305,-1.60520167461011,-1.63560949733636,-0.0486570851009891,0.20174359162887,0.289379731524406
306,-0.64321832777862,1.01455271026571,0.237084546936165,-1.17824289143574,0.432543080063816
307,0.0395791846976472,-1.2254853131939,0.966366848895699,-0.258348864307295,1.43169838213087
308,-0.667094779513175,-0.75055104994838,0.398736050923774,-1.04979188654082,0.872553240920857
309,-0.586235044493949,-0.971286189590457,1.0383743171524,1.29128748851662,0.103039592376513
310,0.210209636008521,-1.20178484145108,-0.705177275907652,-0.283937194704418,-0.328212945093261
311,-0.143575978306945,-0.637769996597993,-0.433052666685608,0.716767373163848,-1.42954460708847
