"sim","rep","met_1","met_2","met_3","met_4","met_5","met_6","met_7","met_8","met_9","met_10","met_11","met_12","met_13","met_14","met_15","met_16","met_17","met_18","met_19","met_20","met_21","met_22","met_23","met_24","met_25","met_26","met_27","met_28","met_29","met_30","met_31","met_32"
11,1,-0.370144495993954,0.465971291921793,1.64505347354838,-0.40103934342631,0.66407335226578,0.918965113834763,-0.872165814259741,-0.743493330144258,-0.325756746038211,-0.385977293502008,-0.114236316693479,-1.15713659668494,-1.99895605063197,0.158538248792151,-0.528186991163557,-0.514865931679343,-0.959945949397933,-0.451759902538805,0.691012501913553,0.248473174018896,-0.417800782752444,-2.63386182262956,0.859228158130172,-0.764781197802773,1.87080764747857,-1.27493158290194,-0.988361939264731,0.989012619111717,0.187775295707755,-0.442596433467541,-1.83387435836442,1.15228880064707
12,1,-0.265095681161747,-0.762659158728156,-1.02520770965678,0.401647520771897,-1.15341677050533,-0.495496053408346,-0.564585806810469,-0.423549752000818,0.182575954433519,-0.733803390155303,0.0250090838743737,-0.492969859910173,-0.0271093675435088,-0.848331498264347,-0.445678027905422,-0.779207577007202,-0.718907213590991,-0.0415598741974937,-1.20237492819927,-2.08104867327117,-0.0608422078752547,0.598325479802269,1.07485709618528,-0.448260756198336,-1.85510798006501,0.991611085750755,-0.616461585599861,0.160547333016243,-1.24251683327189,0.21506916072739,-0.024515047113295,0.366896302876599
13,1,1.11789655364182,0.987971358309705,0.201250636102792,1.5977626352788,1.8268485195403,1.3488777859508,0.318271631124957,1.70362070352567,0.246095582127677,1.30974483034623,1.89487579629354,-0.750133788449705,0.742896549994537,0.783885561279849,0.914704274057966,-0.107584472648962,1.37654570480531,1.79727277319216,0.882393026449183,1.15866168850371,-0.355865182948526,1.19801102030966,1.10005325518898,1.80729494206034,0.0659739517208522,-1.63057597890594,0.672818437711665,-0.0487438902385103,-0.672488156743181,-1.08874180534156,0.735330893822571,0.574244836212415
14,1,-1.92329626186439,-1.31918903340533,0.0839919106773018,0.130542405973145,0.107195859211532,-0.838838535029793,-0.48829987672898,0.0140115221929882,0.477128389998377,0.775373613370097,-0.542863572949136,0.530682982959207,0.137773815783726,-0.560957936477322,0.483490782298248,-0.0957221919470782,0.0996894974779319,-2.3661440950959,-0.0724196213394868,0.0049116794441715,-0.732760282209707,-0.316516003555227,0.423537032065375,-0.690990195691829,1.16160338519297,-1.07183272457725,-0.27216040362808,-1.57231661782638,0.488046495603042,-0.634537512205986,-0.237679428546954,1.14719589297602
15,1,0.118338563524147,0.453718025095191,0.318183572493514,-0.785670006684763,1.27826593808749,0.680256351526794,1.15772834612691,0.0945157828136459,0.953279478397178,1.21755416252026,1.79245204933921,-1.54538986684418,0.937523407578034,-0.158153030723471,0.468170738366064,0.0206085173102901,0.123155233498669,2.53116670725472,-0.25871861108912,0.354940784140983,1.36872180731918,-0.0566425664808566,2.32924397068442,-1.81783052081203,0.49463871515221,-0.419526883513383,0.295924306239267,-1.05250099816695,-0.628293769885189,1.84054764156119,-1.45927452321055,-0.852267793718585
16,1,0.455356597338669,0.527716942029795,0.020874488174276,0.648571492636649,0.600289268408091,0.604720785321305,0.0542917474114093,0.966534507737085,1.65759110647402,0.472883958147919,1.59268588188465,1.22959838489906,-0.434852701211987,-1.66207965265186,1.60289443769085,0.389594576006243,-0.255739452741675,0.536533307746569,-1.3745915759156,0.368013162948317,0.595916992256386,-0.421991798653994,-0.932867553747462,0.725204194915897,-0.310347812843307,1.466374945558,1.69835745697347,1.39498518777151,0.840180949441234,0.258668457791285,-1.09589979985506,-0.331904951197574
17,1,0.103141065462819,-1.00878268028279,-0.05071536874988,0.612679393014358,1.85234309889134,0.397343429825382,1.31279978464912,0.150886752155412,0.00397371370564531,0.188674594373231,0.0281593917996435,-0.0779489763701834,0.0390705634938214,0.628537991065982,0.459179742760961,-1.19333695768257,0.104725828287141,-1.54178146993756,0.237086809352471,-1.24640870944395,-0.665101666753987,-0.0144642602316665,0.762998651211951,-0.788855704354731,0.294538275737419,-0.921954650019785,-1.28706189520818,-1.86149442768467,-0.131196359920284,-2.17356246598282,0.410270384520314,1.74831431825643
18,1,-1.33045170471467,-0.405090542656543,-1.23204607464171,-1.1481714025758,-1.06841746041653,-0.37940159996645,0.18471877674678,-1.1350588172144,-0.701695964867371,-0.92187684452638,0.32445457821809,0.0100531232730951,-0.14384954791752,-1.26494950404265,0.0902790713922187,-0.219318989805814,-0.678588767940944,0.819086005359135,0.141022356719876,-0.209591643508705,0.564113954878268,2.01757274603643,0.810803858694308,-1.01922208706677,-0.187589660459553,0.62421795618895,-0.171370157019306,-1.11637188726332,-0.475222546373219,0.224301801987008,1.67712351988033,2.26586300380489
19,1,-1.65738735255894,0.666653566194,1.76371018403158,1.10111199810354,0.370899805693515,0.107090314349903,-2.81787445930555,0.0327054792057995,0.57633933660425,1.35458759518693,0.452238257745561,0.112146802248475,1.21305860292213,-0.125146403463996,-0.460315122997772,1.16555744994168,0.31735686122619,0.664128235764284,-0.906275391742089,0.0536105331324055,-0.0621342163343393,-1.34405104126375,0.868066352270729,-0.9109228026859,1.33328681354109,-2.15075407745028,-1.27524547424347,0.240280539913457,1.03194294305047,-0.16333320541255,-0.385115211185746,2.36158168132841
20,1,0.997096555323422,0.156241359087841,1.4811759492378,0.830625114225085,1.83315451903255,0.549913931961122,1.12189826323165,1.11176000381604,-0.337254215503547,1.58255463773739,-1.58616734301983,1.3073872257267,-1.84253264901334,-1.2353521589063,0.520166800891429,-0.515646139876159,-0.457428447611066,-1.50283761508918,-0.0681605970404532,0.0991108658668535,0.410419783221344,-0.671010863754117,-0.0970116703687048,-0.663126181890671,-2.06018159989339,-0.260134195041132,0.448818662771005,-1.32793681453987,1.32905833501271,-0.267084707325452,0.787638424339851,-1.0387304931914
21,1,-0.760236268362869,-0.447333918276694,0.322801994176071,-0.636781972361648,1.63448420288498,-0.251888067808585,-0.287794850270152,1.9980042857316,1.32129013597737,0.201202995494466,0.690733869148194,-1.46764502247776,0.983326861235644,1.16713052545519,-0.405034095857877,-1.02881794346826,-1.51931931468016,-0.721393477046922,-1.02137431026555,0.88338665595169,-0.903383255361679,0.0250389380697761,1.04755555998229,-1.30644269856268,0.0987632583479659,-0.310319523591145,1.63579991441885,0.195739647491877,0.376894713761958,1.14546463629245,0.866630342027294,0.239433157315037
22,1,1.88469305306878,1.52756848930184,0.883502572267595,1.87723571183595,0.779290387026334,0.420891424406259,0.972938164894342,1.61327663033287,3.06911619107501,-0.245097783949879,0.816659296889425,0.678551883137434,0.412538512402666,0.43209768973194,0.192908931877738,1.95597654741056,1.36439052587003,-0.410881862981403,-0.512809624845279,0.801271340331077,-0.667030941997536,0.893207553961487,0.254308691371836,1.66408694432219,1.48148816675208,2.40643085064468,0.11480757401854,1.65783772760549,1.85909731093878,1.06668648427097,-0.668026296375348,0.0724271137304244
23,1,0.585863049050715,1.22958343382922,-0.524817051445319,0.767265439114395,-0.302090496724681,0.580953453712814,-1.58834287595251,1.14178635477169,-0.62442068182575,0.877016226086009,-0.883452052623428,1.14970954071896,-1.16853850897979,-0.799408639632655,0.487621983886124,-1.61126823316798,-1.12097217645012,-0.773665508933076,-0.23185606891465,-0.2953382122034,0.597859010482155,0.316720324074172,-0.15953292893664,0.151831238726339,0.202088306510005,1.590714938606,-0.553195308483265,0.794940948365928,-0.160216892807182,-0.0662746013169032,-2.06802642069954,0.61710820286204
24,1,1.1789822910086,0.986164767600131,1.00629839217684,0.974845422796242,1.51507605123834,0.198675905981301,-0.244727511367594,2.27773879640134,1.4403059826234,-1.28558946557977,0.835075955479828,1.70018074087727,0.0121426514703042,0.0533286964672699,-0.0727840504051574,1.69864543056601,0.992886256312979,-0.453076022906,-1.19977383330925,-0.505455647394991,0.0894232533495123,0.416811527883174,-1.50819390169069,1.15723136630167,0.50579438914799,1.04014324285143,0.156934811540742,1.14267592208249,0.88530612160808,0.611860548005251,0.357726698431503,0.596249456922826
25,1,-2.04973507565349,0.661561563579197,0.411564056150055,0.438490827886866,-0.539695043779461,-0.76587700194957,-2.11826447119256,-0.953565553981878,-0.386199067202583,-0.6891806844116,0.969685443977322,-0.0988398622017346,-0.922150632063995,-0.700058044840149,-0.993633813463312,-0.442691708100158,-1.13419803062103,-0.469963993125157,-1.18581482116211,-0.756185790030999,-0.763218794931752,-0.667489019700738,-0.126462535251892,-0.879543861700968,-0.331781468128517,0.746376686239614,-1.01253366559281,2.54226695137305,0.337980582965301,1.29341190389341,-0.606794535205952,-0.574918584613965
26,1,-0.109790227925166,-2.30252645428684,-0.48027769906458,-0.708045019244263,0.773155014285705,-0.933573011290254,1.51599412344478,-1.63786308477212,-2.36629467068561,-1.18926651250915,0.502632903525711,0.0563292734205321,2.43542266475129,0.922407118550119,0.10821694707418,-0.0449532182928686,0.751165208835487,1.16768271782798,1.462384599696,0.85882100065026,1.59976394309609,1.20306528349544,2.10012678477399,0.00749036317986124,-0.973347385421161,0.0806152040508611,-1.09050278723167,-0.185364544723373,-2.61296471066962,0.853310023261034,0.785202803312293,-0.468497602797061
27,1,-0.888136929801353,-0.51865567542531,-1.41939897068272,-0.88459802265472,-0.237885294103437,-0.897000833754656,-2.01945059654127,-0.663662977940515,-1.35947874488172,2.24051040111352,-0.61920003280436,-1.00273679971863,-2.61880185455791,-0.68931138662813,-2.27304955300714,-2.32690567644418,0.0736894682568042,0.95980912012907,0.0347376158553084,1.10850697971144,0.152837804316876,-0.647800678587587,0.259156039473386,0.038069312693819,-0.296979202336493,-1.46952334825334,0.376124449216963,-0.629664111271367,-0.169597385047007,1.17844841576228,-0.208718052674512,-0.338619550610052
28,1,-0.499102921407857,-1.15088701621608,-0.871707609901731,-0.981980792807198,-0.31863182582849,-0.435749076141277,0.469294600408499,-1.1109773577572,-0.247385707980396,0.369724687931327,1.13203059410255,-1.70291569132329,0.222847522626376,1.39666571919018,-0.108102530108151,0.674535636765971,0.517659159864141,0.671722933264363,-0.180271068070942,0.815623251604832,-0.329965466408741,0.997662266871203,-0.609985265841744,0.794865987073385,1.02993294699695,-0.778011187092878,-2.61711517062386,0.566031051932372,-0.93185379860853,1.3188458085477,1.79158868480755,-0.403306478736098
29,1,0.702072630985463,0.455892633735249,0.873542598300082,-1.3626557262872,0.685993196365932,0.418295713426914,-0.395972633196307,0.263690276935631,-0.42383563252811,1.72303388313159,0.588684113484524,-1.11588428653621,-0.956760455597762,-0.996617781372963,-0.560073480959981,-1.0125973112332,0.631284761614845,0.0899483529426651,1.75168261270197,-0.470777462225428,0.455351251444956,0.653348325907996,-1.36872656741727,0.635116986235107,-1.16681780360704,-0.640592896958923,1.57730608593847,-0.0870321125305666,-0.536601740491186,-0.204483987345208,-0.93147644885806,-1.17653513959688
30,1,-0.899591480006584,-0.319132138022838,-0.767504643025431,-0.746974306067173,0.288918428226072,-1.60933410113318,0.127853017544178,-0.987297048564464,0.0140857820963839,0.0130298326889359,0.372878089482399,-1.2391732615086,-0.412292820966427,-1.98177202284498,0.525943380328468,-0.109619380887496,1.06066663692223,0.0835703626903471,-1.71566112145374,-0.0356495692174826,0.584630921928625,0.372487856627945,0.19089104836911,-0.93593540815029,0.988433981549541,-0.752461301777751,-1.36296073186093,-0.871233785237442,0.195206385280631,1.58667546894414,-0.968714791325751,0.00980760253955428
31,1,0.0231983642961199,-0.600223918072933,-0.738855487441724,0.178121483292526,0.245199930559236,-0.654438048474424,-0.468265375009294,0.0436953939204813,-0.471218902600734,-0.81388746975787,-0.294118391180873,-0.920696955200323,-0.130425558535226,1.02384221625771,0.276108621788,1.90815536608725,0.320424470860196,0.542827451137625,-0.227781903760355,1.91241866955857,-0.44218911456099,0.0360052958405592,1.15954178290871,-0.399416669786337,-0.490632007451474,0.310911718009126,0.52506857013192,-0.297565256167732,0.938572084088402,0.598157824051706,-0.901573786869871,-0.826336247496997
32,1,1.09590113133599,0.147932296408295,0.222062604790365,-1.50397397054997,1.09310077202176,1.1702301417238,-0.0661299930070097,0.86984222623995,-0.13826236162463,-0.0770263021482555,0.590386071674804,0.280306385487725,0.113053129745031,0.372514634443215,0.228346983962898,0.396599331099582,0.610084672630943,-0.616560140183518,-0.379703892399847,-0.0101715255396197,-0.133636759314677,-0.269237380878077,0.688007173689766,0.958053195862353,0.363598114568617,-0.697017939892325,0.545301742988531,-0.12086982542639,-0.80980559096466,0.684831329079299,1.38776698836549,-1.64527934652416
33,1,-1.37739531762669,0.397789035646569,0.684177482526042,1.08669466113007,-1.41510057626078,-0.482623997298774,-0.0184356507314627,-1.30710722212957,-0.58956323804888,1.37588632232224,-1.0219323163653,-0.708369330820402,0.146663371071491,0.721774923636983,0.446741683565167,0.538766066953689,-0.636038526251562,0.349414647755766,-0.358800442116879,0.826190077264079,0.770968639371072,-0.647676359658671,0.369600427590701,-0.518620727550693,0.493363974466702,-1.90653102624379,-1.57081590361433,-2.17130637445807,0.328063304455883,-1.74960724291994,0.398699054127671,-0.954838012222569
34,1,1.57030271993833,3.3159975130211,2.81121437884914,1.91289956848319,1.16631585959011,2.84884406766703,0.0475278415090741,1.64599128974715,2.07373019871435,2.33647329529965,-0.163938974182293,1.21186271032114,0.683895878098515,0.110322786971096,0.862579077833802,1.07280941089497,1.00965560698114,1.03674063092485,-0.240115970436709,0.359849147438482,0.429091799213765,0.0859563962924931,-0.469792577258917,1.51334959621409,2.64369248732545,0.835177231556183,-1.4186063533744,2.13937970278186,0.959702286132073,0.92521188696694,-0.737223032496239,0.0194994720615128
35,1,-0.155251819110177,-1.25279459781063,-1.09026813650155,-1.17122410764336,0.190405993584485,-0.649328352366769,-0.680068155708882,0.892168914327082,1.08213082171057,0.759380406493624,2.24990726129277,0.751371172140071,2.94690483995041,0.561077874641701,0.785494789783947,0.659250729565339,0.8400845842982,1.46053462016256,-2.60025000075666,-0.21370335107936,0.54944287084952,1.67790981388871,-0.242734519219962,0.716654863894554,-1.75887073622921,1.57721033855154,-0.0660796074550395,-1.12814465046747,0.101669213484196,0.0246217638952168,1.02027553012557,-0.203508296621988
36,1,1.13362809566359,0.385798507888407,0.716521508173899,0.369495977589187,-0.874127815613484,0.747980740291273,0.0802536654331177,-0.267928270023725,-1.81410924154231,0.818994665477743,-0.208286187665764,1.35715476874428,-0.378286237686209,0.00108950784760792,1.05108552473552,0.485247763348223,-0.162202994460447,-0.742466533572388,0.428226720576103,-0.984938148325658,1.1786051130626,-0.404122002731611,0.310486904726149,0.207355606330413,-0.544540117960596,0.231626640595222,1.40323775015159,0.939140294146561,-1.1127270602167,-0.790457621659086,-1.37974764973047,-0.900400303900594
37,1,-0.721795616080191,-1.41921226009648,-0.599699626301842,-0.590648161976205,0.171975970866783,-0.494032153981697,-0.045731492148981,-0.449250839883098,0.227695466370509,1.0224915999793,1.12050345619109,0.802953789581331,1.95458097532286,-1.0499517550662,-0.296866049435628,1.25747474489371,1.03635424170286,1.50045834785293,-0.13142485176298,0.112422212565401,0.125894008987333,1.2569840948342,-1.33385038574939,-0.193503059483124,0.0853858214350618,0.36807079416153,1.80847907197732,-0.305932704062579,-0.0891060507989266,0.732889944354965,-0.340363507679291,1.57009685577502
38,1,0.263052533454396,0.34440055150572,0.364875975988112,1.78630113076192,0.891591018948987,-0.376803805959429,-0.0755637729964792,0.772550125926775,-0.253522046798954,1.27016882676438,-0.651575228175916,1.22321321206839,-2.03423598109747,-1.78225869504386,-0.549690676343478,0.125062488300927,-2.35764455380069,-1.03692582343683,0.409092831306356,-1.06129324410564,0.431552821275484,-0.691437021432822,1.84573570906381,-1.15413412100701,-0.648645187564267,0.151574607712603,1.06905300175165,-3.36937443099423,-0.804230872588783,0.533124418680266,0.129112380174518,-0.237301105115863
39,1,-1.07266462968534,-0.302211973151139,-0.340052389328352,1.52707332066506,0.688382836299532,1.06980917353744,-0.929173719142543,1.14174227263735,0.288797480032054,-0.555157099829244,1.12610350184115,-0.0668813860502619,0.823206178243525,0.762079169523793,1.13813720683568,-1.8731913214057,-0.4688331074498,0.496805700477698,-1.08927640323254,-1.1876909461871,-1.17245141628178,0.718917897954612,-0.956367951560701,0.668420471499368,0.850214561702925,-0.75988475452082,-1.31004898680888,-1.31642195286569,-0.760752135641275,-0.141385750623551,0.361619388584602,2.13562505509444
40,1,0.307607721225894,-1.13134268687785,-1.48395973150852,-0.335374890301404,0.344469976049705,-0.00602475977919102,0.693065019339545,-0.195461539453168,0.95814664766868,-0.275274402184739,2.12025879808333,0.576819204318053,-0.551873196792296,-0.273706659164143,0.264866555184521,-0.774952991898302,0.552988876761167,1.05276098547361,-0.704720087475773,-1.38389256704746,-1.11066142451142,-0.120167954175257,-0.98089661654219,0.218767802822142,-2.95445247618484,1.10059568797567,0.210122335779878,0.118718919829667,0.265473055657179,-1.06082071716934,-1.79414917951416,-0.27971687030603
41,1,-0.338777346589933,-0.194831894062732,-0.606660001897062,-0.428131825485033,-1.70161210317276,-0.815614685651287,-0.258573216712899,0.12913328662892,-1.11370554297619,0.503453775421881,-1.43229191606804,0.298641907731626,-1.55302086391744,-2.55745171681681,0.264285325778541,-1.54312923057406,-0.419800048539221,0.365739824363213,2.33638026806892,-0.65957288393686,0.153430562517312,0.0106931800856281,0.755105692729708,-1.37697997311344,-0.443419253512812,0.273191906930471,0.926037388073728,-0.741959491145099,0.81211357851849,0.787457700579604,0.926728561197716,-1.24070541193033
42,1,-0.367270926117239,-0.2108565948196,-0.045856836073117,0.185011375903458,0.129174482488246,-0.666043652542941,-0.847760070149036,0.145853693511206,-0.0729681624281975,4.12945937427051e-05,-0.372998478294908,0.649131228939994,1.13517797350379,-0.411690349756228,0.0498016777633818,0.219090419034677,0.158856341251951,-0.626821161116017,-0.0525462454326593,-0.45801983739426,0.811113030268677,-0.901063337772239,1.37253881080992,-0.137724817739685,0.610912216760226,-0.783510138829693,-0.294891735116884,-0.502043468963014,-0.761408236351551,-0.323188614084308,1.87060974188318,0.918357144245382
43,1,0.31887293536382,-0.164480779529262,1.19888406989359,-0.142771414093536,-0.152255266010042,0.320972609821105,1.08792232430101,-0.613327939652554,-0.918043966629999,1.65929536624481,-0.917721579451367,-0.302960189999607,-2.0318747779232,-1.27834602833702,-0.688657947103579,-0.336589309027142,-0.530627678919439,-0.0674949449802671,2.79856583341428,1.92734708271947,1.32083832319286,0.905017250247058,0.233067066680542,-0.478243959125076,-0.309719406916463,0.230053718967671,1.34101315254812,-0.32793052491079,-0.0932475065248783,0.0972243276864228,-0.580267355304747,0.599385170075763
44,1,-2.49803475908538,-0.717284178515902,-0.582394279128253,-0.312429974721832,-1.17488504382323,-0.703610056722278,0.107058108326333,-1.39217305376936,0.453451380680896,-0.512633336684839,-0.59388995124038,-1.06941364289774,-2.18086987106454,-1.17203018600339,-1.12299860650854,-3.04012029995626,-0.218149238170423,-0.393411479494822,0.55847445705157,0.120137820513344,1.5456701305474,-0.0242812864221244,-1.36895683252572,-0.155133826606729,1.7128612452243,-1.72572697538615,0.158935655642458,-0.446981188816198,-1.69011054674194,0.622173472935346,0.12509063485856,-1.35096144349833
45,1,0.440712526873329,0.0320326386972857,-0.432621947671212,1.09205819761215,0.258870660417508,1.44174646710981,0.257045339083131,1.93274676515693,0.190870554383575,-0.866988360052065,0.847113163487549,0.176827915752609,2.95889973128923,1.91125547071366,-0.222954717937855,1.61342413035522,0.761685234137165,-0.133974948523163,0.338341967971241,1.78049315017966,1.19144418290177,0.453090028148203,1.66615756470767,1.6147768782818,0.767499156326896,0.84882947235074,1.77393373481247,-0.790308242118797,-0.605000620752349,0.294311407664726,1.03258613656753,0.460797676271356
46,1,-1.51356296424532,-1.50849562291825,-1.93672263521445,-0.48735852848323,-0.466207445294611,-1.80177910485553,-0.108816816427592,-1.34555537129904,0.085876524803118,-0.785497556410877,-0.811427631512266,-0.227533478158344,0.113222338948202,-0.599600366740342,-1.74662950236361,-0.868246723219921,-0.646631287371912,-1.29887897810557,-0.841242783969768,-0.777676213227615,-0.268714943058783,-0.282995709472312,0.0508369704207096,-1.86745485324382,0.172829886220703,-0.0825610248307986,-0.633468426159604,-1.20476180191791,-0.389161489116168,-0.718530088589199,-1.23823064296924,-0.191040674879487
47,1,-0.0336520594289831,-1.39333973515864,-0.533795382298796,-0.894903371976657,-1.07929119314169,-0.571193562675206,0.823119706994483,-1.44857871987793,0.540181912823741,0.296456249375606,-0.423726353137014,0.514764456052158,-1.66290333935566,0.12014610864814,-0.480837321590886,0.12104965008335,-0.390914069673888,-0.0193462986592968,0.927951158424541,0.374352064857033,0.367486102579098,-0.686028643754428,-0.413954835038337,0.659768112566851,1.03397610190816,0.169945629892633,1.02975179899595,0.195435393314924,-1.61082872803122,-1.53268872390759,-0.263895920860463,-0.623716171606973
48,1,-1.19360728761364,-1.63278741485763,-0.890160291073939,-0.714223684052823,1.33151234822154,-0.25309756734819,0.991110059005314,0.312271257541998,1.3841521394181,0.52958298303912,-0.0121978885389609,0.0375597213395184,-0.279991376115322,-2.16536244772643,-0.58586840180651,-0.430232515028322,0.814848770658509,-0.971077116871909,0.0351774061691267,-0.681990035628531,-0.484179360250992,1.39794669401125,-1.49011853964482,-0.72179825515748,1.88003223133926,0.566190210979858,1.8111776587086,0.0552447334551594,-0.387984096448024,0.622525921968344,0.597214632993894,-0.140742059544556
49,1,-0.365160701440762,-0.583504512733273,0.962791353645261,-0.699306646717206,-1.24412485273375,-1.72007977773647,-0.580930093687215,-0.502631710342918,-1.77522682767146,-1.24386475222228,0.851422376049093,-0.939351225022363,-0.376232786244712,-0.645025547547481,0.609406711590756,1.20900961831408,1.595847215997,0.305554868060302,-0.887181208703816,-1.452664374781,0.0368101936862012,-0.623674412812052,-0.201587114754166,-0.472976603075244,-0.853230929879276,-1.02304257559344,-0.192801484234825,0.320132204697104,-1.34875840526577,0.641966291229307,0.00516021716496281,1.85662075508599
